movie_id,keywords
72731,"rape,based on novel or book,afterlife,loss of loved one,tree,1970s,serial killer,corpse,pedophile,teenage love,grieving,childhood sexual abuse,based on young adult novel"
72733,"sports,stadium,south africa,apartheid,idealism,nelson mandela,based on true story,idealist,rugby,president,racism,poverty,celebration,duringcreditsstinger,1990s,fighting the system"
72737,"princess,voodoo,new orleans, louisiana,restaurant,villain,kiss,musical,cajun,firefly,based on fairy tale,duringcreditsstinger,big dreams,frog prince,charlatan,1920s,magic spell"
72874,energiestrahlenwaffe
72919,"new york city,countryside,rodeo,grizzly bear,witness protection,fish out of water,witness to murder,duringcreditsstinger,strained relationship,wyoming"
72921,partially lost film
72998,"paraplegic,attachment to nature,culture clash,indigenous,space travel,space colony,tribe,alien planet,distant future,marine,battle,love affair,scientist,nature,native peoples,power relations,tribal customs,tribal people,tribal chief,deity,spiritual community,22nd century,save the planet,racial discrimination,soldiers"
73015,"new york city,architect,family history,lovers,bakery,marijuana,dating,older man younger woman relationship,love affair,single mother,family,divorcee,ex-husband ex-wife relationship,divorced parents,woman director,divorced couple,santa barbara, california,baker,mature romance,adult children,unresolved issues,cheating husband,secret,new relationship,college graduation"
73017,"london, england,based on novel or book,detective,scotland yard,coffin,pentagram,black magic,arrest,partner,murder,serial killer,steampunk,whodunit,buddy,clue,observation,19th century,sherlock,victorian era,sherlock holmes,sherlock films,mystery"
73023,"journalist,taxi,country music,guitar,musician,alcoholism,singer,memory,texan,alcoholic,drink,guilt,biscuit"
73042,"chipmunk,aftercreditsstinger,duringcreditsstinger,woman director,live action and animation"
73106,"high school,teen comedy,teenage sexuality,virginity,ambivalent"
73160,"robbery,monster,bowling,deaf,possession,wish,biker,djinn,spanking,sorority"
73211,"based on novel or book,winter,radio station,disc jockey,survival,zombie,fear,ontario, canada,radio broadcast,talk radio,zombie apocalypse,virus,trapped in building"
73266,"california,trailer park,based on novel or book,coming of age,duringcreditsstinger"
73268,"experiment,sunrise,waitress,vampire,dystopia,rain,sunlight,undead,scientist,epidemic,death,dead,brutal deaths,hopeful"
73290,"friendship,loyalty,pet,human animal relationship,family relationships,friends,dog,newspaper reporter,family dog,waiting,pets"
73319,"wales,taxi,marriage proposal,airplane,road trip,wedding ring,wedding,proposal,cardiologist,ireland,cliffs,opposites attract,odd couple"
73321,"faith,chaos,dystopia,post-apocalyptic future,bible,survival,gunfight,blind,brutality,cannibal,combat,2040s,carnage"
73323,"hacker,hospital,pedophile,newspaper man,threat,millennium"
73344,"prison,muslim,gangster,arabian,protection,money,murder,mafia,spirit,cruelty,drugs,inmate,bribery,arab,corsican,french algerian,marseille,brutal violence"
73431,"sculpture,theft,security guard"
73488,"army,vampire,post war"
73499,"atlantis,volcano,archeology,hidden treasure"
73501,based on comic
73515,"high school,date,prom"
73569,"kung fu,corruption,police,pirate,framed,historical"
73676,kidnapping
73681,"concert,orchestra,musical,violin player,gipsy"
73741,"martial arts,ninja,gaijin,kunoichi"
73804,"colosseum,wild boar,magic,competition,olympic games,greece,emperor,horse,roman,governance,based on comic"
73808,"prostitute,kidnapping,psychopath,pimp,investigation,gore,rope,based on true story,flu,serial killer,psychological thriller,cell phone,dog,tied up,meat hook,chisel,seoul, south korea"
73822,"london, england,skinhead,sibling relationship,recession,working class,apartment building,east end,dole,unemployment benefits,unemployed,1980s,pub"
73854,"winter,holiday,santa claus,misfit,snowman,stop motion,reindeer,north pole,christmas,rudolph"
73858,"angel,holiday,bully,neighbor,christmas"
73876,jail
73881,"suicide,suicide attempt,professor,college,middle class,slapstick comedy,coming of age,teacher,friends,engineering,university,subjective camera,smart kid,poor kid,brilliant,student,pregnant,delhi"
73929,"angel,diner,religion,apocalypse,demon,desert,hopeful,horrified"
74075,"halloween,parody,slapstick comedy,duringcreditsstinger,horror comedy,horror parody,hot girl"
74089,"alarm clock,crocodile,peter pan,musical,based on play or musical,pirate,filmed theater"
74095,"sadism,based on manga,tentacle,demon,adult animation,peace treaty,anime,interspecies romance,terror,science fiction,monsters,animation,spider women"
74154,"new york city,rome, italy,workaholic,magic,cynic,fountain,bad luck,romantic comedy,falling in love,cynical,duringcreditsstinger,potential suitors,sister's wedding,ambitious,enchant,museum curator,gala,coins,guggenheim"
74226,"tree,painting,garden,biography,quince"
74228,"florida,ship,ocean,key,yacht,autism,ghost ship,murder,purgatory,time loop,female protagonist,storm,single mother,axe murder,caribbean sea,sisyphus,abusive mother,complex,ax"
74275,"small town,miami, florida,judge,con man,fraud,insurance fraud,car crash,jail,lgbt,white collar criminal,1990s,gay theme,hiv/aids epidemic,gay relationship"
74282,miniseries
74324,"boston, massachusetts,veterinarian,autism,biography,new hampshire,slaughterhouse,university,livestock"
74342,"captain,hospital,doctor"
74370,"ritual,pentagram,cult,pizza,pay phone,human sacrifice,eclipse,witchcraft,occult,ceremony,satanic ritual,1980s,gravestone"
74450,"married couple,florist,kiss,romantic comedy,single,los angeles, california,valentine's day,multiple storylines,aftercreditsstinger,duringcreditsstinger"
74452,"parent child relationship,victorian england,remake,wolfman,rural area,curse,werewolf,gothic horror,flesh"
74458,"island,based on novel or book,hurricane,investigation,u.s. marshal,conspiracy theory,psychiatric hospital,psychological thriller,whodunit,neo-noir,1950s,admiring"
74508,"navy,captain,based on novel or book,love triangle,poetry,love"
74510,"journalist,friendship,hacker,new identity,investigation,arson,domestic abuse,sex trafficking,millennium,soviet defector"
74530,"monster,based on novel or book,greek mythology,dyslexia,god,poseidon  ,lightning bolt,fantasy world,demigod,based on young adult novel"
74532,"daughter,new york city,police,money laundering,locked in trunk of car,undercover cop,baseball card,wedding,police officer,duringcreditsstinger"
74545,"london, england,central intelligence agency (cia),based on novel or book,politics,war crimes,massachusetts,author,martha's vineyard"
74553,"mythology,vikings (norsemen),barbarian,underwater,trapped,sea monster,woman director,irish folklore,9th century,celtic mythology"
74580,duringcreditsstinger
74624,"egypt,new love,christianity,philosophy,cult,historical figure,sword fight,love,ancient world,destiny,hypatia,misogyny,persecution,library of alexandria,atheism,political unrest,impossible love,false history,power relations,unfulfillment,master servant relationship,unfulfilled love,5th century"
74647,"mother role,blog,woman director"
74668,"prison,martial arts,street gang,corruption,chase,ghetto,delinquency,parkour,sequel,prison escape,shootout,drug dealing,fighting,duringcreditsstinger,hand to hand combat"
74683,"sports,satire,football (soccer)"
74685,"biological weapon,cover-up,remake,madness,psychosis,duringcreditsstinger,virus"
74688,"army,based on novel or book,romance,love,u.s. soldier,9/11"
74696,"china,home,train"
74698,"fairy,ice hockey,tooth fairy,tooth,duringcreditsstinger,wings"
74750,"religion and supernatural,blood sample,occult,gas mask,night vision,freezer,found footage"
74754,"infidelity,american football,friends,slice of life,drug pusher,relationship,love affair,gold digger,semi autobiographical,san francisco,absurd,ridiculous"
74789,"based on novel or book,queen,psychotic,fantasy world,taunting,live action remake,based on young adult novel,mischievous,absurd,dramatic,incredulous,amused,euphoric"
74791,"farm,birthday,human animal relationship,stop motion,shootout"
74795,"conspiracy,soldier,iraq war,weapon of mass destruction,baghdad,iraqi ,near east"
74851,"central intelligence agency (cia),ambassador,paris, france,undercover,explosive,anti hero,pimp,firearm,revelation,politician,deception,car crash,gang"
74868,based on novel or book
74916,personal assistant
74946,"airport,ex-boyfriend,ex-girlfriend,sarcasm,pilot,romantic comedy,birthday party,ice hockey,dating,falling in love,insecurity,airport security,rating,group of friends,opposites attract,unlikely lovers,twenty something,low self esteem,duringcreditsstinger,eccentric family,pittsburgh, pennsylvania,family disapproval,air show,jet pilot,party planner,hot girl,pittsburgh penguins,gorgeous blonde,ex-girlfriend comes back,romantic,dating advice,meeting the parents"
74948,"investigation,self-defense,riot,murder,vigilante,drug dealing,hospital,widower,loner,subway tunnel,army veteran,vigilante justice"
75341,"new york city,parent child relationship,9/11,grieving,young adult,college student"
75389,"monster,funeral,underground,dakota,native american,buried alive,paralysis,crucifix,cavalry"
75395,"cold,wolf,mountain,animal attack,girlfriend,stranded,snow,best friend,boyfriend,ski resort,ski lift,eaten alive,hypothermia,frostbite,cable car,eaten by animal,skier,stuck,wolves,life or death,natural horror"
75416,"superhero,mutant,based on comic,super power"
75446,"friendship,prayer,kidnapping,artist,poet,surrealism,love,friends,writer,butterfly,lgbt,exhibitionism,art class,gay artist"
75803,"interracial marriage,wedding,duringcreditsstinger"
75805,"new york city,journalist,bounty hunter,investigation,mistaken identity,atlantic city,best friend,news reporter,fourth of july,ex-husband ex-wife relationship,loan shark,investigative journalism,divorced couple,traffic court,mother daughter relationship,bounty,former detective,confidential source,skipped bail,drive one another crazy"
75813,"sibling relationship,restart,mentor,road trip,twin brother,hospital"
75816,"infidelity,stewardess,aftercreditsstinger"
75947,"culture clash,shockumentary"
75985,"black market,dystopia,anti hero,mercenary,hologram,surrealism,contract,on the run,evil corporation,repo man,cyberpunk,massacre,brutality,aftercreditsstinger,enforcer,neo-noir,artificial organ"
76030,"child abuse,social worker,detective,office,supernatural,murder,mental institution,cityscape,drawn,falling elevator,pier,super power,deadly"
76054,"fish,sea,ocean,whale,duringcreditsstinger"
76060,duringcreditsstinger
76077,"poison,time travel,one-night stand,singer,peter pan syndrome,forty something,snow skiing,ski resort,1980s,butterfly effect,80s throwback,change the past"
76091,"small town,mother,rice,golf,murder,teenage girl,misunderstanding,cell phone,drunk,disability,needle,drunkenness,acupuncture,mental retardation,mother son relationship"
76093,"friendship,ship,blacksmith,island,based on novel or book,flying,arena,village,training,ignorance,vikings (norsemen),forest,flight,nest,dragon,battle,combat,well,warrior,pets"
76143,"investigation,bratislava, slovakia,murder,marijuana,snow,alps mountains,dialect,family affairs"
76173,"unemployment,contortionist,human cannonball"
76175,"hades,mythology,greek mythology,zeus,god,mythological beast,medusa,sea monster,perseus,kraken,ancient greece,based on myths, legends or folklore"
76251,"hero,secret identity,crime fighter,superhero,dark comedy,comic book,based on comic,murder,mafia,family,realism,mist,adventurer,rookie,young heroes,young adult,criminal heroes,heroes,pretending to be gay"
76293,"new york city,taxi,husband wife relationship,corruption,new jersey,expensive restaurant,taxi driver,blackmail,mistaken identity,stripper,mafia boss,muscleman,district attorney,central park,manhattan, new york city,aftercreditsstinger,duringcreditsstinger,outtakes,detectives,breaking in,thieves,married couple with children,car chase,reservation"
76301,"friendship,competition,sequel"
76738,finland
76743,"inventor,laser,secret agent,double agent,based on comic,faint,spoof"
76751,drug war
76763,"iron,1970s,publicity,nightclub,pill,teenage girl,rock music,guitar player,photo shoot,recording,grandmother,alcoholic drink,girl band,female rocker,woman director,talent competition"
77191,"family relationships,remake,murder,death"
77201,"escape,hell,mythology,surreal,gore,vikings (norsemen),mute,brutality,slave,one eyed man,new world,chieftain,starvation,war paint,warrior,action adventure"
77206,"cheese,coming of age,breaking the fourth wall,young boy,middle school,based on children's book,duringcreditsstinger,live action and animation,line drawing,child protagonist,casual"
77266,"based on novel or book,race politics,apartheid"
77364,"based on comic,hospital,black ops"
77414,"daughter,new love,sibling relationship,romance,summer vacation,woman director"
77421,mumblecore
77427,"sadism,kidnapping,exploitation,surgeon,body mutilation,police officer,centipede,psychosis,coprophilia,scalpel,equestrian,torture porn,coprophagia,anesthesia,intravenous,misanthrope,banned film,shock value"
77455,"painting,graffiti,fraud,cousin,street artist,prank,eccentric,fame,art,art gallery,modern art"
77561,"technology,superhero,malibu,based on comic,revenge,aftercreditsstinger,marvel cinematic universe (mcu),break out,excited"
77667,"parody,aftercreditsstinger,duringcreditsstinger"
77688,woman director
77709,"peace,meat pie,adult animation,child smoking,alternative reality,aftercreditsstinger"
77795,"spacecraft,video game,space travel,space colony,simulated reality ,cargo ship,suspended animation,loneliness in space"
77798,"pedophilia,dreams,supernatural,remake,revenge,slasher,reboot,franchise"
77800,"muslim,northern england,pacifism,dark comedy,satire,yorkshire,conservatism,terrorism,religious fundamentalism,suicide bomber,extremist,sheffield, england"
77841,"girls' boarding school,treasure hunt,based on comic,sequel,pirate,girls' school"
77846,"death penalty,right and justice,court,judge,jurors,revelation,trial,jury,remake,lawyer,argument,xenophobia,judicial system"
77866,"robin hood,archer,sherwood forest,knight,historical fiction,bow and arrow,middle ages (476-1453),medieval,king of england,12th century"
77881,based on novel or book
77893,"martial arts,human trafficking,indonesia,drugs,protector,journey,phone call,hard,jakarta,sumatra,grand,amused"
77931,"musical,space western"
78034,"factory,parent child relationship,1970s,coming of age,friends,salesman,life insurance,working class,childhood friends,berkshire"
78039,"depression,dancing,nurse,pennsylvania, usa,love at first sight,pregnancy,classroom,marriage,bridge,dysfunctional family,alcoholism,love,divorce,nonlinear timeline,abortion,student,broken marriage"
78041,assassin
78088,"race against time,isolation,coffin,buried alive,survival,terrorism,cell phone,desert,survival horror,aftercreditsstinger,captivity,confined"
78103,"rwandan genocide,kigali,genocide,united nations,denunciation,unamir,roméo dallaire"
78105,"persia,sandstorm,brother against brother,armageddon,based on video game"
78116,"infidelity,new york city,suicide,cancer,neighbor,woman director"
78142,"sicily, italy,fascism,mafia,communism"
78160,stand-up comedy
78174,"female friendship,vacation,travel,gay marriage,american abroad,manhattan, new york city,united arab emirates,former lovers,abu dhabi"
78209,"london, england,concert,musician,los angeles, california,aftercreditsstinger"
78218,"psychological thriller,videotape,hard,disturbed,philosophical,serious,suspenseful,sentimental,intense,bold,cruel,empathetic"
78264,"pregnancy,kiss,romantic comedy,sperm bank,doctor,single mother,artificial insemination,motherhood,duringcreditsstinger"
78266,"experiment,genetics,dna,gene manipulation,genetic engineering,genetically modified organism"
78316,"italy,letter,romantic comedy,romance,american abroad,boyfriend girlfriend relationship,italian stereotype,verona italy,quest"
78349,"gun,riddle,room,guard,suspicion,final exam,exam,intelligence test,pill,psychologist,disease,interrogation,security guard,gunshot,timer,survival horror,healing power,candidate,narcissist,corporation,pandemic,rules,job,final stage,intense,tests"
78467,"gunslinger,hell,comic book,based on comic,facial scar,death,confederate,tomahawk"
78469,"plan,mexico,explosive,war crimes,secret mission,fear of flying,ex-lover,tank,military court,military service,iraq war veteran,military prison,betrayal,fugitive,double crossed,drone,special forces,operative,aftercreditsstinger,duringcreditsstinger,clandestine,military operation,helicopter chase,u.s. general,private military company,based on tv series,u.s. army,airborne ranger,awestruck,thrilling,u.s. army ranger,cia agent,military contractors,money printing plates,u.s. army hospital,u.s. military intelligence,frankfurt, germany,baghdad, iraq,engraving plates"
78499,"escape,hostage,college,villain,sequel,buddy,daycare,teddy bear,duringcreditsstinger,toy comes to life,personification,inanimate objects come to life,backstory,история игрушек pixar"
78544,stand-up comedy
78574,"sheriff,based on novel or book,missouri,suspicion,teenage girl,poverty,struggle for survival,backwoods,mental illness,responsibility,uncle niece relationship,mountain country,bail bondsman,woman director,thoughtful,family crisis,drug manufacturing,crystal meth,siblings,rural setting,slow burn,drug usage,depressed,depressing,tragic,taking care of siblings,gutsy"
78620,"slavery,scalp,native american,fur trapping,escaped slave"
78626,"dog,lost dog"
78637,"witch,sequel,ogre"
78703,"future,arranged marriage,countdown,failure,woman director,finding love,single woman,turning thirty"
78746,"fandom,cinema history"
78772,"based on novel or book,immortality,vampire,bite,graduation,teen movie,werewolf,based on young adult novel,supernatural power,vampire human love"
78836,"japan,prostitute,afterlife,hallucination,surrealism,stripper,strip club,drug trip,drug dealing,tokyo, japan,drugs,incest,psychedelic,disturbed,detached,neo-noir,abortion,dmt,new french extremism,intense,tokyo"
78893,"fire,kingdom,war ship,village,prince,arrest,based on cartoon,attack,air,spirit,domination,cheering,burlesque,disapproving,disdainful,disrespectful,forceful"
78959,"bomb,england,south africa,political negotiations,apartheid,nelson mandela"
79006,"audition,making of,space opera,cinema history"
79008,"adult humor,imaginary land,wager,suicide mission"
79057,"hunter,predator,yakuza,hunting human beings,alien life-form,sequel,alien,alien planet,jungle,creature,soldier,warrior"
79073,"california,poet,trial,rock band,dying young,ucla"
79091,"moon,parent child relationship,orphanage,villain,adoptive father,life's dream,rivalry,ballet,stealing,little girl,orphan,tomboy,intelligent,evil doctor,duringcreditsstinger,supervillain,illumination,joyful"
79132,"rescue,mission,dreams,airplane,paris, france,virtual reality,kidnapping,philosophy,spy,allegory,manipulation,car crash,heist,memory,architecture,los angeles, california,dream world,subconscious,complex"
79134,"friendship,overweight,convertible,swing,foot,friends,arrow,buddy comedy,buddies,hilarious"
79139,"witch,mission,magic,mystic,castle,sorcerer's apprentice,sorcery,sorcerer,falling in love,based on movie,reflection,magic trick,wizard,aftercreditsstinger,magical creature,statue,college student,electric power,magician,magic book,live action remake,good versus evil,electricity,salem witch,magic ring,callback,raising the dead"
79185,"airport,chase,gas station,spy,garage,pilot,secret agent,rope,exploding building,boy genius,duringcreditsstinger,unassuming,lighthearted,cliché,sanfermines"
79224,"martial arts,duringcreditsstinger,karate kid,the karate kid,intense,pretentious,straightforward,tragic"
79242,"lesbian relationship,dinner,motorcycle,argument,artificial insemination,control freak,vegetable garden,woman director"
79251,"mask,pedophilia,suicide,pornography,rape,sexual abuse,sadism,necrophilia,insanity,perversity,masochism,controversy,snuff,sadomasochism,porn star,serbia,sexual violence,murder,statutory rape,fear,rape and murder,brutality,incest,evil,depravity,infanticide,murder by gunshot,child sexual abuse,shocksploitation,low budget,banned film,child homicide"
79259,"coming of age,shoplifting,stealing car,woman director,teenager"
79274,"martial arts,joker,superhero,cartoon,based on comic,vigilante,organized crime,billionaire,super power,mascara,masked superhero"
79293,"new york city,race against time,central intelligence agency (cia),washington dc, usa,funeral,kidnapping,hostage,spy,revenge,on the run,shootout,mole,secret service,married woman,secret past,assassination of president,russian spy,sleeper agent,spy thriller,north korea,assassination plot,intense,cia agent,russian defector"
79333,"trolley,stealing car"
79357,"time travel,surrealism,time,choice,free will,multiple storylines,curious,shocking,complex,loving,2090s,depressing,ambiguous,irreversible process,entropy"
79428,"mind control,mouse,idiot,taxidermy,aftercreditsstinger,duringcreditsstinger"
79501,yakuza
79536,"helsinki, finland,based on novel or book,delinquent,gang of thieves"
79553,"martial arts,army,sports,hong kong,master,wing chun,labor,grandmaster,factual"
79572,"sibling relationship,parent child relationship,aunt niece relationship,duringcreditsstinger,woman director"
79590,"infidelity,new york city,nanny,romantic comedy,divorce,green card,older woman younger man relationship,rebound"
79592,"narration,fire engine,buddy cop,ceo,zip line,buddy comedy,carjacking,aftercreditsstinger,duringcreditsstinger,shot"
79677,"sports,football (soccer),drugs,sports documentary"
79684,"friendship,imaginary friend,long island, new york,author,writer"
79695,"rescue,sniper,island,martial arts,tattoo,escape,mercenary,bridge,church,drugs,blade,duringcreditsstinger"
79702,"video game,skateboarding,ex-boyfriend,ex-girlfriend,toronto, canada,animated scene,dating,guitar player,break-up,based on graphic novel,group of friends,whipping,hipster,underage girlfriend,unconsciousness,girl fight,vegan,aftercreditsstinger,garage band,band competition,amused,cliché"
79798,"parent child relationship,boarding school,coming of age,male homosexuality,relationship,overbearing mother,single mother,argument,lgbt,lgbt teen,semi autobiographical,mother son relationship,gay theme,french canadian,boys' love (bl),absent father"
79868,"gangster,birthmark,pact with the devil"
79879,"yacht,film in film,scuba diving,creature,piranha,spring break,man eating monster"
79895,"monster,paris, france,mummy,louvre museum,based on comic,tomb,egyptology,adventurer,pterodactyl,mummy's curse,runaway mummy"
79897,"hermit,tennessee,funeral director,1930s"
79946,"materialism,duringcreditsstinger"
80083,"rescue,martial arts,husband wife relationship,fight,immortality,kidnapping,wish,alien,dragon,battle,martial arts master,martial artist,fighting,demon,super villain,brawl,anime,father son relationship,good versus evil"
80094,"farm,exorcism,louisiana,fraud,mockumentary,evil spirit,human sacrifice,evangelical,preacher,satanic ritual,found footage,satanic cult,documentary crew"
80126,"mission,assassin,prostitute,italy,anti hero,mexican standoff,village,sweden,melancholy,revenge,priest,somber,intense"
80139,"pain,disgust,stunt,stuntman,stupidity,shocking"
80162,"paris, france,high rise,criminal gang,zombie apocalypse,crooked cops,paris suburb"
80166,"new york city,pregnancy,hypochondriac,little boy,single mother,based on short story,sperm donor,artificial insemination,precocious child,neurotic,wanting to have children,drunkenness,no memory,secret,best friends,moving back home"
80219,"loss of loved one,illegal immigration,border patrol,immigration law,machete,politician,patrol,sniper rifle,hard to kill,brutal death"
80241,"new york city,newspaper,airplane,waitress,san francisco, california,writer,masturbation,phone sex,text messaging,intern,long distance relationship,woman director,record company,skype"
80363,"dystopia,post-apocalyptic future,undead,evil corporation,biohazard,zombie,based on video game,duringcreditsstinger"
80463,"hacker,based on novel or book,boston, massachusetts,ex-girlfriend,harvard university,narcissism,based on true story,hacking,historical fiction,twins,double cross,creator,frat party,social network,deposition,intellectual property,entrepreneur,arrogance,social media,young entrepreneur,facebook,legal drama"
80478,"village,interview,salesman,missing person"
80489,"drug dealer,based on novel or book,ambulance,boston, massachusetts,money laundering,irish-american,bank manager,massachusetts,florist,flower shop,stolen money,hold-up robbery,volunteer,heist,friends,boston garden,shootout,police chase,best friend,bank robbery,car fire,fenway park,criminal gang,desperate,fbi agent,violence"
80549,"high school,small town,lie,loss of virginity,coming of age,teen movie,school,female protagonist,high school student,teen comedy,intelligent,duringcreditsstinger,small town girl,rumor,teen drama,pretend relationship,gay friend,teenager"
80551,"change,italy,indonesia,love,travel,female protagonist,india,divorce,around the world,bali,italian cuisine"
80553,"freedom,poetry,literature,psychiatric hospital,male homosexuality,counter-culture,1950s,gay theme"
80572,"hip-hop,mockumentary,movie star,duringcreditsstinger,marihuana"
80584,"homophobia,delinquent,adoption,teenage boy,gay parent,woman director,gay theme"
80586,"based on novel or book,shyness,family relationships,unrequited love,neighbor,teenage boy,first crush,young love,opposites attract,multiple perspectives,1950s,1960s,based on young adult novel"
80590,"wall street,duringcreditsstinger"
80615,"friendship,heroism,brother against brother,clash of clans"
80693,"depression,suicide,based on novel or book,coming of age,teen movie,psychiatric ward,woman director,based on young adult novel"
80727,"pornography,corruption,texas,nightclub,stripper,deception,website,money,wealth,murder,mobster,mafia,internet,explosion,drugs,addict,fired"
80748,based on young adult novel
80831,"based on novel or book,vampire,bullying,bully,child vampire,young boy,biting,dead boy,rescue from drowning,protective father,1980s,genderfluid,horror remake"
80834,"pet,dragon,short film"
80839,"horseback riding,horse race,1970s,biography,based on true story,equestrian,stallion,eccentricity,triple crown,year 1973"
80846,"supernatural,murder,devil,trapped,sole survivor,flickering light,lights out,trapped in an elevator,broken elevator,elevator,supernatural horror,suspense,killer among us,stuck in elevator"
80858,"sibling relationship,marriage,bullying,rivalry,bully,wedding,humiliation,sister-in-law,duringcreditsstinger"
80860,"baby,loss of loved one,godmother,romantic comedy,parenthood,orphan,godfather,co-parenting,legal guardian"
80862,"dating,aftercreditsstinger,online dating"
80880,"prison,fire,manipulation,seduction,vegetarian,playground,deception,arson,parole,arsonist,convict,house fire"
80906,"banker,corruption,capitalism,globalization,bank,crisis,fraud,banking,wall street,global economy,finances,money,economics,financial crisis,stock market,corporation"
80917,"mexico,monster,dystopia,pyramid,radio,melancholy,infection,usa–mexico border,forest,alien,alien invasion,central america,cattle,dead fish,reality vs fantasy,dark secret,detached,intimate,gentle"
80969,"london, england,based on novel or book,love triangle,england,boarding school,forgiveness,dystopia,sadness,aging,cloning,morality,human rights,existentialism,human parts trade,human cloning,crime against humanity,medical ethics,organ harvesting,abomination"
81018,"stage,edinburgh, scotland,disillusionment,aftercreditsstinger,magician,adult child friendship"
81087,"woman director,actor,bollywood"
81132,"exploding building,desert,tire"
81156,"pain,stunt,stuntman,stupidity,duringcreditsstinger"
81158,"army,based on novel or book,guitar,isolation,afghanistan,radio,dead soldier,taliban,grief,explosion,duringcreditsstinger,korengal"
81191,"classroom,education,teacher,school,hispanic,duringcreditsstinger"
81229,"assassin,central intelligence agency (cia),undercover agent,kidnapping,assault rifle,based on comic,shootout,sniper rifle,explosion,retired,female spy,government agent,undercover operation,black ops,first date"
81257,"friendship,africa,refugee camp,knife,bullying,sudan,bully,hospital,divorce,woman director,homemade explosive,father son relationship"
81383,"candid,amused"
81417,"haunting,ouija board,demonic possession,found footage,duringcreditsstinger,antagonistic"
81456,"love triangle,menage a trois,love,tension,lgbt,lgbt interest"
81512,"journalist,afterlife,tsunami"
81520,"prison,showdown,fight,shotgun,prison cell,fighter,champion,sequel,beating,jail,tournament,brutality,jail cell,prison fight,carrot"
81535,"sadism,torture,self help guru,tricycle,prosthetic arm,pig mask,survival horror,death match,mind game,frantic,death game"
81537,"highway,slacker,hitchhiker,wallet,sunglasses,rest stop,vicodin,waffle"
81562,"canyon,based on novel or book,utah,photography,despair,hiking,biography,engineer,based on true story,alone,mountain biking,struggle for survival,trapped,boulder,cavern,video recorder,adventurer,rock climbing,isolated,hikers,memories,hallucinations,desperation,chance encounter"
81564,"prison,fish,saving the world,date,gun,secret identity,superhero,anti hero,dna,mayor,museum,rain,villain,one-sided love,anthropomorphism,reporter,super villain,duringcreditsstinger,alien baby,stronger villain,invincible"
81591,"new york city,dancing,dancer,nightmare,competition,obsession,insanity,paranoia,hallucination,ballet dancer,ballet,female protagonist,psychological thriller,fear,heartbreak,mental illness,madness,reality vs fantasy,swan lake,ballerina,stage performance,aggressive,self-harm,mother daughter relationship,self destructiveness,theater,pointe shoes,antagonistic"
81681,"saloon,killing,outlaw,jesse james,reward,pardon,st. louis, missouri,19th century,western noir"
81782,"helicopter,police,pennsylvania, usa,deputy sheriff,police headquarter,train crash,injured leg,train,death,runaway train,police helicopter,helicopter chase,passenger train,train passengers"
81784,"new york city,workaholic,tv ratings,television producer,work ethic,morning show,tv reporter,tv show in film,tv host,tv news anchor,city life"
81786,"wedding anniversary,italian art,tuscany, italy,pair of earrings,estranged father"
81788,"passport,murder,argument,county jail,fingerprint,appeal,escape artist,innocent"
81791,"milan,loneliness,los angeles, california,estranged father,luxury hotel,woman director,father daughter relationship,actor"
81819,"immigrant,barcelona, spain,undocumented immigrant,chinese,single father,nostalgic,terminal cancer,tense,harsh"
81831,"mother,parent child relationship"
81834,"witch,friendship,london, england,corruption,escape,teleportation,isolation,magic,bravery,radio,road trip,shelter,tension,attack,werewolf,ghost,road movie,wizard,mysterious,christmas,based on young adult novel,wizarding world"
81845,"great britain,marriage,stutter,monarchy,palace,radio,radio transmission,royal family,based on true story,death of father,speech,royalty,historical fiction,1930s,british royal family,british monarchy,winston churchill,speech therapy,corgi"
81847,"princess,magic,hostage,fairy tale,horse,villain,musical,blonde,tower,selfishness,healing power,adventurer,based on fairy tale,duringcreditsstinger,healing gift,animal sidekick,magic land"
81910,art
81932,"sports,irish-american,boxer,biography,family business ,dysfunctional family,family conflict,hometown,boxing trainer,crack addict,lowell massachusetts,jumping rope,shadow boxing,boxing,boxer hero,professional athlete,black sheep,devoted girlfriend,local hero,biopic"
81949,"friendship,based on novel or book,love triangle,loyalty,female friendship,reunion,betrayal,wedding,maid of honor,romantic literature,ex-boyfriend ex-girlfriend relationship,woman director,college friends,imminent wedding,wedding weekend,torn between two women"
82041,"high school,escape,killing,revenge,prom,torture"
82053,"politics,biography,duringcreditsstinger"
82088,disease
82093,"loss of loved one,gangster,paparazzi,murdered sister,death,duringcreditsstinger"
82095,"missile,transformation,light,giant monster,alien,unfaithfulness,fireplace,los angeles, california,alien invasion,cell phone,rooftop,pregnant woman,group of friends,boyfriend girlfriend relationship,duringcreditsstinger,alien monster,alien creature,spaceship,apartment,party,giant creature,suspense,blue light,exposed brain"
82152,"high school,based on novel or book,bullying,love,beautiful woman,curse,tutor,based on fairy tale,teenage romance,modern fairy tale,based on young adult novel"
82167,"letter,sexual freedom,love,viagra,free spirit"
82169,"epic,based on novel or book,magic,lion,anthropomorphism,dragon,king,fantasy world,snowing,sea voyage,quest,high fantasy,isekai,father son relationship,brother sister relationship,turned into animal,based on young adult novel,good versus evil"
82202,"hotel,paris, france,undercover agent,venice, italy,fake identity,boat chase"
82242,"holiday,santa claus,lapland,killer santa claus,christmas"
82366,"swamp,killer,ax"
82378,"difficult childhood,patriarch,childhood trauma,dysfunctional marriage"
